%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211437, 2017/07/25 18:2:45.39)
1 20 2.578832e+02 0 0 2.442777e+02 2.414422e-01 2.564973e-01 2.592188e-01 2.368491e-01 2.408857e-01 
2 40 3.052116e+02 0 0 2.835198e+02 3.067264e-01 2.968212e-01 3.343160e-01 2.762420e-01 3.015121e-01 
3 60 3.143958e+02 0 0 2.911787e+02 3.165087e-01 3.031161e-01 3.423482e-01 2.737617e-01 3.022108e-01 
4 80 3.078765e+02 0 0 2.912165e+02 2.977314e-01 2.804648e-01 3.215633e-01 2.578574e-01 2.932538e-01 
5 100 2.732097e+02 0 0 2.492011e+02 2.558227e-01 2.413002e-01 2.712634e-01 2.223927e-01 2.462128e-01 
6 120 2.412438e+02 0 0 2.130141e+02 2.149585e-01 2.041166e-01 2.307632e-01 1.913611e-01 2.127207e-01 
7 140 1.941686e+02 0 0 1.690007e+02 1.647935e-01 1.552446e-01 1.750220e-01 1.470857e-01 1.658447e-01 
8 160 1.915103e+02 0 0 1.602208e+02 1.599093e-01 1.468572e-01 1.658478e-01 1.444496e-01 1.596558e-01 
9 180 1.789373e+02 0 0 1.412039e+02 1.470360e-01 1.307102e-01 1.648827e-01 1.280505e-01 1.405035e-01 
10 200 1.663315e+02 0 0 1.242886e+02 1.283427e-01 1.162450e-01 1.464745e-01 1.161613e-01 1.301093e-01 
11 220 2.094400e+02 0 0 1.872918e+02 1.529909e-01 1.555743e-01 1.769619e-01 1.461365e-01 1.696710e-01 
12 240 2.272336e+02 0 0 2.100266e+02 1.555924e-01 1.711426e-01 1.862402e-01 1.499162e-01 1.752916e-01 
13 260 2.350233e+02 0 0 2.120254e+02 1.571436e-01 1.717770e-01 1.850950e-01 1.670123e-01 1.727551e-01 
14 280 2.230511e+02 0 0 2.078991e+02 1.413677e-01 1.580329e-01 1.662766e-01 1.598790e-01 1.614329e-01 
15 300 2.006539e+02 0 0 1.815572e+02 1.221750e-01 1.381918e-01 1.408003e-01 1.443124e-01 1.366455e-01 
16 320 1.863162e+02 0 0 1.576683e+02 1.105216e-01 1.261695e-01 1.244374e-01 1.340519e-01 1.260164e-01 
17 340 1.846740e+02 0 0 1.482814e+02 1.106768e-01 1.228318e-01 1.182140e-01 1.243315e-01 1.254389e-01 
18 360 1.923558e+02 0 0 1.526766e+02 1.097511e-01 1.379872e-01 1.164246e-01 1.279193e-01 1.238436e-01 
19 380 2.148225e+02 0 0 1.649204e+02 1.172880e-01 1.777837e-01 1.266506e-01 1.411291e-01 1.382545e-01 
20 400 2.387580e+02 0 0 1.891888e+02 1.332578e-01 2.044875e-01 1.366181e-01 1.533101e-01 1.456141e-01 
